Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
14000,14000.0,0.1531,36,credit_card,11.35%,AZ,RENT,7333.33,680-684,7.0,6229.0,1.0,< 1 year
17000,16573.33,0.1298,36,debt_consolidation,15.72%,AL,RENT,4333.33,705-709,5.0,19053.0,0.0,10+ years
13250,13225.0,0.1065,36,credit_card,24.96%,NJ,RENT,3333.33,700-704,13.0,16192.0,0.0,1 year
13000,13000.0,0.0976,36,credit_card,24.50%,TX,RENT,4166.67,705-709,10.0,15534.0,0.0,6 years
20000,20000.0,0.1212,36,debt_consolidation,16.35%,FL,MORTGAGE,4166.67,700-704,7.0,15917.0,0.0,1 year
7000,7000.0,0.1531,36,credit_card,15.64%,CO,RENT,2666.67,670-674,11.0,11529.0,0.0,5 years
12000,12000.0,0.1727,36,debt_consolidation,15.07%,CO,MORTGAGE,4166.67,665-669,7.0,12318.0,1.0,< 1 year
4200,4200.0,0.0762,36,debt_consolidation,6.75%,IL,OWN,10416.67,735-739,15.0,10819.0,1.0,2 years
1775,1775.0,0.0654,36,debt_consolidation,19.77%,OH,RENT,3333.33,725-729,11.0,2038.0,0.0,< 1 year
10000,10000.0,0.1212,36,home_improvement,18.81%,NY,MORTGAGE,3250.0,695-699,10.0,19354.0,0.0,10+ years
14400,14375.0,0.1269,60,debt_consolidation,16.06%,GA,RENT,6250.0,730-734,6.0,28675.0,1.0,7 years
16000,13150.0,0.0849,36,credit_card,10.30%,FL,RENT,5416.67,735-739,15.0,15119.0,0.0,6 years
10000,9975.0,0.1348,36,debt_consolidation,14.57%,NV,MORTGAGE,6307.42,680-684,11.0,18823.0,0.0,10+ years
3000,2950.0,0.0579,36,small_business,8.49%,CO,RENT,5416.67,745-749,13.0,10380.0,1.0,1 year
20000,20000.0,0.079,36,debt_consolidation,20.95%,CA,RENT,4333.33,750-754,9.0,13169.0,1.0,10+ years
6000,6000.0,0.158,36,debt_consolidation,21%,WI,RENT,2176.67,685-689,13.0,4356.0,1.0,2 years
11325,11325.0,0.1212,36,other,8.61%,TX,RENT,2833.33,725-729,3.0,9137.0,0.0,10+ years
2000,2000.0,0.1629,36,home_improvement,30.58%,OH,MORTGAGE,4166.67,670-674,9.0,3313.0,1.0,2 years
11000,6557.05,0.1253,36,other,1.62%,CA,RENT,6667.0,690-694,7.0,4526.0,0.0,10+ years
10000,10000.0,0.1433,36,debt_consolidation,23.56%,WA,RENT,2750.0,700-704,4.0,14317.0,0.0,2 years
15000,15000.0,0.1629,36,credit_card,10.67%,CA,RENT,5000.0,665-669,14.0,13611.0,0.0,4 years
23000,22975.0,0.1864,60,debt_consolidation,21.17%,GA,RENT,5166.67,690-694,13.0,23773.0,0.0,6 years
4000,4000.0,0.1223,60,other,2.63%,CO,MORTGAGE,9417.0,705-709,5.0,13865.0,0.0,5 years
13000,12909.48,0.1074,36,debt_consolidation,19.25%,CA,RENT,3200.0,715-719,7.0,28032.0,1.0,< 1 year
6400,6400.0,0.0751,36,major_purchase,9.58%,IL,RENT,6400.0,735-739,11.0,12306.0,1.0,< 1 year
3825,3800.0,0.079,36,small_business,3.72%,NY,RENT,3333.33,745-749,3.0,5106.0,0.0,5 years
8000,8000.0,0.1799,36,debt_consolidation,3.96%,FL,RENT,7750.0,660-664,9.0,8080.0,1.0,5 years
8000,7975.0,0.1727,36,debt_consolidation,8.60%,FL,MORTGAGE,1833.33,665-669,7.0,2963.0,1.0,3 years
10000,10000.0,0.1311,36,debt_consolidation,18.72%,CO,RENT,4625.0,685-689,13.0,7411.0,0.0,2 years
14600,14600.0,0.0976,36,credit_card,29.51%,FL,OWN,2500.0,730-734,14.0,23616.0,1.0,2 years
24000,23800.0,0.2114,60,other,12.92%,MI,RENT,9166.67,660-664,7.0,4324.0,0.0,10+ years
2200,2200.0,0.079,36,major_purchase,8.16%,WA,MORTGAGE,5500.0,770-774,8.0,2927.0,0.0,3 years
10000,10000.0,0.1311,36,debt_consolidation,18.96%,CA,RENT,8744.26,680-684,16.0,27086.0,0.0,< 1 year
5000,5000.0,0.0976,36,credit_card,28.28%,NC,MORTGAGE,4583.33,695-699,15.0,38092.0,0.0,10+ years
12300,12300.0,0.0751,36,debt_consolidation,22.29%,FL,RENT,3750.0,735-739,6.0,27282.0,1.0,7 years
2500,2500.0,0.1322,36,debt_consolidation,15.60%,CA,MORTGAGE,3166.67,690-694,10.0,3777.0,2.0,< 1 year
1000,1000.0,0.1074,36,debt_consolidation,9%,UT,RENT,1100.0,715-719,5.0,1314.0,0.0,2 years
18000,17975.0,0.1171,36,debt_consolidation,10.34%,AZ,RENT,3540.0,700-704,8.0,14960.0,0.0,< 1 year
5000,5000.0,0.158,36,debt_consolidation,17.61%,CA,RENT,4583.33,700-704,4.0,4164.0,2.0,7 years
6000,5956.31,0.0999,36,debt_consolidation,17.86%,CO,MORTGAGE,4980.0,685-689,10.0,15280.0,1.0,n/a
2500,2500.0,0.1037,36,debt_consolidation,24.30%,NJ,RENT,2000.0,705-709,10.0,1523.0,0.0,2 years
7000,5525.0,0.0775,36,debt_consolidation,10.37%,NV,RENT,4158.0,765-769,13.0,6634.0,0.0,8 years
4200,4200.0,0.1306,36,major_purchase,13.82%,NJ,MORTGAGE,6500.0,680-684,14.0,23653.0,1.0,10+ years
12500,12500.0,0.1409,36,debt_consolidation,21.50%,TX,OWN,2083.33,685-689,9.0,11967.0,0.0,6 years
15400,9458.33,0.1632,60,house,15.17%,VA,RENT,6500.0,695-699,11.0,9989.0,1.0,4 years
7000,7000.0,0.1311,36,medical,22.36%,IL,MORTGAGE,5833.33,685-689,7.0,28985.0,1.0,5 years
8000,8000.0,0.079,36,medical,8.91%,NY,RENT,3166.67,755-759,4.0,680.0,0.0,6 years
18000,18000.0,0.2099,60,credit_card,11.63%,CA,RENT,9051.83,670-674,5.0,32394.0,2.0,4 years
12000,12000.0,0.0662,36,debt_consolidation,4.73%,WA,MORTGAGE,7083.33,745-749,9.0,6578.0,1.0,10+ years
5500,5500.0,0.1269,36,credit_card,19.33%,VA,RENT,1800.0,670-674,6.0,12567.0,0.0,4 years
18000,17975.0,0.1099,60,debt_consolidation,15.35%,CA,RENT,5666.67,750-754,12.0,1372.0,0.0,2 years
5400,5400.0,0.1629,36,medical,20.03%,GA,RENT,2666.67,660-664,9.0,11114.0,1.0,1 year
18000,18000.0,0.1212,60,debt_consolidation,19.16%,VA,MORTGAGE,7583.33,730-734,14.0,26622.0,0.0,3 years
3000,3000.0,0.1074,36,other,15.55%,DE,RENT,2000.0,705-709,5.0,1750.0,1.0,2 years
21000,21000.0,0.0762,36,debt_consolidation,6.84%,IL,MORTGAGE,5333.33,775-779,7.0,19178.0,0.0,7 years
7500,214.02,0.08,36,other,7.17%,KS,MORTGAGE,3750.0,795-799,14.0,9409.0,1.0,7 years
9500,9500.0,0.1465,36,debt_consolidation,8.82%,CA,RENT,5416.67,685-689,4.0,7831.0,0.0,1 year
4800,4800.0,0.1999,36,debt_consolidation,20.44%,NM,MORTGAGE,2500.0,660-664,4.0,21514.0,1.0,n/a
3800,3800.0,0.0699,36,credit_card,3.18%,NY,RENT,3583.33,740-744,9.0,3766.0,0.0,4 years
20675,20675.0,0.1727,60,debt_consolidation,13.30%,MD,RENT,3916.67,710-714,5.0,2449.0,0.0,1 year
27050,27050.0,0.1905,60,debt_consolidation,12.89%,MI,MORTGAGE,5083.33,690-694,8.0,15793.0,0.0,6 years
5300,5300.0,0.1527,36,credit_card,24.88%,CT,RENT,2500.0,660-664,11.0,7855.0,2.0,1 year
11200,11200.0,0.0791,36,debt_consolidation,13.07%,GA,MORTGAGE,8500.0,720-724,9.0,5439.0,1.0,3 years
2400,2375.0,0.089,36,debt_consolidation,11.23%,NC,RENT,2333.33,705-709,8.0,2075.0,0.0,4 years
2700,2700.0,0.0579,36,debt_consolidation,19.81%,OH,MORTGAGE,3958.33,750-754,14.0,13159.0,1.0,8 years
20000,20000.0,0.1433,60,debt_consolidation,15.68%,CA,RENT,7083.33,720-724,8.0,17270.0,0.0,5 years
6000,6000.0,0.0662,36,house,16.03%,FL,RENT,4166.67,805-809,5.0,79.0,0.0,1 year
2000,2000.0,0.1465,36,debt_consolidation,16.66%,CA,OWN,2083.33,685-689,5.0,2566.0,1.0,5 years
3200,766.09,0.1286,36,other,14.77%,PA,RENT,2824.0,670-674,6.0,3318.0,1.0,7 years
7500,7500.0,0.1367,36,credit_card,15.97%,WV,RENT,4833.33,700-704,8.0,3908.0,2.0,5 years
20000,20000.0,0.079,36,small_business,21.42%,TX,MORTGAGE,5000.0,755-759,6.0,6264.0,1.0,7 years
24000,24000.0,0.158,60,debt_consolidation,16.73%,NC,MORTGAGE,7500.0,665-669,10.0,24126.0,0.0,7 years
25000,24925.0,0.1595,36,credit_card,17.95%,MD,RENT,7983.33,685-689,14.0,28330.0,0.0,2 years
3000,3000.0,0.0603,36,other,5.50%,VA,RENT,4166.67,750-754,7.0,9616.0,0.0,5 years
8000,7875.0,0.1148,36,other,15.10%,FL,OWN,3833.33,735-739,4.0,13415.0,0.0,6 years
13000,13000.0,0.1099,60,home_improvement,21.70%,GA,MORTGAGE,6517.0,740-744,14.0,4663.0,0.0,3 years
8000,8000.0,0.0603,36,debt_consolidation,4.51%,OR,MORTGAGE,3500.0,815-819,9.0,6737.0,0.0,10+ years
10000,10000.0,0.1212,36,home_improvement,31.46%,NY,MORTGAGE,5000.0,695-699,16.0,18921.0,0.0,6 years
20000,19925.0,0.1253,36,other,3.65%,AZ,MORTGAGE,5200.0,780-784,3.0,9231.0,0.0,7 years
21700,21700.0,0.1531,36,credit_card,13.93%,CA,MORTGAGE,5147.17,695-699,6.0,8795.0,2.0,n/a
17000,17000.0,0.079,36,car,27.41%,CA,RENT,3083.33,735-739,12.0,16756.0,0.0,10+ years
10000,10000.0,0.0662,36,debt_consolidation,24.24%,IL,RENT,3750.0,765-769,9.0,1623.0,0.0,2 years
14100,14100.0,0.1855,36,debt_consolidation,22.70%,AL,OWN,3000.0,665-669,7.0,12114.0,1.0,10+ years
26500,26500.0,0.2049,60,credit_card,30.36%,MO,MORTGAGE,5000.0,690-694,14.0,10350.0,0.0,5 years
12000,12000.0,0.1212,36,debt_consolidation,9.70%,CA,MORTGAGE,11166.67,710-714,11.0,19643.0,1.0,3 years
2200,-0.01,0.1387,36,credit_card,10.35%,NJ,RENT,3333.33,640-644,10.0,11606.0,1.0,3 years
7200,7200.0,0.0762,36,car,7.97%,CA,RENT,8333.33,730-734,12.0,25430.0,0.0,6 years
21000,20975.0,0.1491,60,debt_consolidation,9.64%,CA,RENT,3476.8,725-729,10.0,0.0,1.0,4 years
2650,2650.0,0.0749,36,debt_consolidation,21.11%,WV,OWN,1482.92,725-729,15.0,1808.0,2.0,4 years
15000,15000.0,0.1311,36,credit_card,19.36%,CA,OWN,5000.0,695-699,10.0,16618.0,0.0,10+ years
4800,4800.0,0.1433,36,credit_card,18.91%,IL,MORTGAGE,5833.33,695-699,13.0,29287.0,1.0,5 years
12000,12000.0,0.1799,36,debt_consolidation,17.37%,CT,MORTGAGE,3666.67,670-674,10.0,7393.0,0.0,7 years
6000,6000.0,0.0662,36,debt_consolidation,3.88%,NH,MORTGAGE,5000.0,760-764,5.0,4242.0,0.0,1 year
12000,12000.0,0.079,60,debt_consolidation,1.88%,DE,MORTGAGE,6666.67,790-794,6.0,3364.0,0.0,6 years
1550,1550.0,0.1212,36,other,11.21%,CA,RENT,5083.33,680-684,9.0,5755.0,0.0,6 years
3000,3000.0,0.0714,36,debt_consolidation,12.85%,PA,RENT,4916.67,730-734,8.0,3210.0,0.0,5 years
15000,14775.0,0.1025,36,credit_card,5.72%,CA,MORTGAGE,9166.67,720-724,13.0,14887.0,0.0,5 years
14400,14400.0,0.1849,36,credit_card,33.23%,FL,RENT,5166.67,665-669,14.0,11089.0,2.0,4 years
20000,19975.0,0.1999,36,debt_consolidation,6.81%,NY,RENT,5500.0,660-664,11.0,9028.0,1.0,3 years
11700,11650.0,0.0766,36,debt_consolidation,12.13%,MO,MORTGAGE,4583.33,745-749,13.0,26769.0,1.0,10+ years
7750,7750.0,0.1311,36,credit_card,27.28%,TX,MORTGAGE,4208.33,660-664,14.0,11840.0,0.0,2 years
12000,12000.0,0.1991,60,debt_consolidation,11.73%,GA,RENT,3000.0,660-664,10.0,10828.0,0.0,4 years
6000,5750.0,0.0714,36,debt_consolidation,8.91%,CT,MORTGAGE,4500.0,760-764,10.0,4561.0,1.0,10+ years
5000,5000.0,0.079,36,home_improvement,27.06%,LA,MORTGAGE,3333.33,720-724,16.0,11746.0,0.0,8 years
6000,6000.0,0.1629,36,credit_card,20.96%,TX,MORTGAGE,4183.33,665-669,10.0,7335.0,1.0,4 years
25000,15925.0,0.1036,60,debt_consolidation,11.22%,NJ,RENT,7916.67,755-759,6.0,36534.0,1.0,2 years
10000,10000.0,0.1311,36,debt_consolidation,9.14%,OH,MORTGAGE,5416.67,700-704,6.0,8119.0,1.0,7 years
4800,4800.0,0.0788,60,major_purchase,7.88%,CA,MORTGAGE,1600.0,765-769,6.0,4191.0,1.0,n/a
20500,20500.0,0.1212,36,credit_card,30.95%,NV,MORTGAGE,4333.33,705-709,14.0,33294.0,0.0,10+ years
21000,20950.0,0.1879,60,debt_consolidation,20.31%,FL,MORTGAGE,6750.0,690-694,14.0,24763.0,0.0,< 1 year
7500,7500.0,0.079,36,major_purchase,11.79%,MD,OWN,2916.67,820-824,2.0,349.0,0.0,1 year
16800,16800.0,0.164,36,debt_consolidation,7.02%,MO,MORTGAGE,6666.67,675-679,8.0,16211.0,1.0,< 1 year
10000,8851.08,0.1166,36,debt_consolidation,8.40%,CA,MORTGAGE,4133.33,685-689,6.0,11735.0,2.0,10+ years
12000,12000.0,0.1649,60,small_business,18.63%,NY,RENT,4000.0,685-689,9.0,11376.0,0.0,10+ years
17900,17900.0,0.1825,60,debt_consolidation,7.36%,TX,RENT,5000.0,705-709,7.0,10217.0,0.0,10+ years
9600,9600.0,0.1433,36,debt_consolidation,20.69%,MO,MORTGAGE,2750.0,670-674,16.0,11518.0,0.0,10+ years
9000,9000.0,0.1343,36,major_purchase,19.45%,NJ,OWN,6750.0,690-694,7.0,26588.0,1.0,4 years
10000,10000.0,0.1465,36,major_purchase,19.25%,OH,MORTGAGE,8083.33,675-679,14.0,9246.0,1.0,10+ years
8000,8000.0,0.1629,36,debt_consolidation,9.75%,TX,RENT,5250.0,665-669,14.0,6035.0,1.0,5 years
12000,12000.0,0.1632,60,major_purchase,9.74%,TX,RENT,5000.0,680-684,9.0,6852.0,1.0,3 years
20000,19950.0,0.1114,36,debt_consolidation,17.37%,NH,MORTGAGE,6650.0,715-719,9.0,19955.0,1.0,10+ years
10000,10000.0,0.1114,36,home_improvement,8.80%,NC,OWN,4000.0,705-709,17.0,10750.0,0.0,5 years
7300,7300.0,0.0662,36,credit_card,20.11%,GA,MORTGAGE,3416.67,730-734,14.0,23030.0,0.0,4 years
8450,8450.0,0.079,36,debt_consolidation,10.93%,PA,RENT,3000.0,730-734,6.0,7603.0,1.0,3 years
20000,20000.0,0.2198,60,home_improvement,17.08%,TX,MORTGAGE,5000.0,675-679,5.0,19780.0,1.0,2 years
16000,16000.0,0.2198,60,home_improvement,10.99%,IL,MORTGAGE,3466.67,665-669,8.0,13797.0,1.0,7 years
12000,11530.58,0.1523,60,credit_card,20.18%,WA,MORTGAGE,4166.67,700-704,10.0,18559.0,1.0,7 years
3000,2275.0,0.1375,36,educational,2.38%,FL,OWN,588.5,640-644,4.0,469.0,0.0,8 years
8000,8000.0,0.1531,36,other,18.62%,CO,OWN,3083.33,680-684,14.0,1669.0,2.0,4 years
4200,4200.0,0.1171,36,debt_consolidation,15.97%,IL,RENT,6041.67,680-684,11.0,5913.0,0.0,8 years
1400,1400.0,0.1427,36,medical,3.05%,OR,RENT,2750.0,680-684,3.0,1276.0,0.0,1 year
2500,2500.0,0.1465,36,debt_consolidation,23.58%,FL,OWN,5130.42,670-674,13.0,5942.0,2.0,4 years
12000,12000.0,0.1531,36,debt_consolidation,18.24%,TX,MORTGAGE,3333.33,675-679,12.0,6209.0,1.0,7 years
2200,2200.0,0.1171,36,home_improvement,1.02%,NY,MORTGAGE,7167.92,725-729,4.0,2639.0,0.0,3 years
9600,9575.0,0.1399,36,other,13.94%,MN,RENT,3206.67,670-674,10.0,9824.0,0.0,9 years
16500,16500.0,0.0603,36,debt_consolidation,22.65%,CA,MORTGAGE,5416.67,815-819,17.0,14835.0,0.0,10+ years
1500,1500.0,0.1149,36,other,15.90%,CA,MORTGAGE,5555.08,685-689,16.0,21774.0,2.0,10+ years
4000,4000.0,0.1212,36,debt_consolidation,25.95%,WI,MORTGAGE,3333.33,705-709,8.0,24937.0,0.0,1 year
4325,4250.0,0.1075,36,other,17.77%,GA,RENT,4400.0,705-709,7.0,3365.0,0.0,2 years
3600,3575.0,0.0691,36,debt_consolidation,19.07%,CO,RENT,1500.0,715-719,7.0,4298.0,0.0,< 1 year
15000,15000.0,0.1311,36,credit_card,18.73%,CA,RENT,4000.0,695-699,7.0,15055.0,0.0,2 years
5000,5000.0,0.1531,36,wedding,10.28%,CA,RENT,1916.67,660-664,8.0,5982.0,0.0,5 years
21000,21000.0,0.1367,36,debt_consolidation,11.42%,SC,MORTGAGE,10700.0,710-714,12.0,16830.0,2.0,2 years
5000,5000.0,0.1714,60,car,4.17%,WI,MORTGAGE,3000.0,680-684,4.0,760.0,1.0,10+ years
14400,14400.0,0.1016,36,debt_consolidation,28.54%,MD,MORTGAGE,5083.33,705-709,12.0,4292.0,0.0,9 years
13600,13600.0,0.1311,36,debt_consolidation,20.37%,HI,RENT,3666.67,680-684,14.0,20411.0,0.0,4 years
7500,7400.0,0.0774,36,debt_consolidation,7.72%,NJ,OWN,10000.0,775-779,14.0,5195.0,1.0,3 years
18000,17975.0,0.1905,36,moving,33.23%,GA,MORTGAGE,5416.67,685-689,10.0,15626.0,1.0,10+ years
15000,10765.99,0.0788,36,credit_card,3.90%,OH,RENT,10000.0,755-759,8.0,6055.0,2.0,5 years
4800,4800.0,0.1212,36,other,16.94%,MD,RENT,4800.0,680-684,7.0,2770.0,0.0,< 1 year
10000,10000.0,0.1311,36,debt_consolidation,26.87%,CO,RENT,3166.67,680-684,6.0,7271.0,0.0,7 years
26500,26450.0,0.1825,60,debt_consolidation,3.67%,WA,RENT,4416.67,720-724,3.0,7628.0,1.0,3 years
15800,15450.0,0.1114,36,debt_consolidation,21.88%,OK,OWN,8333.33,745-749,7.0,29860.0,0.0,< 1 year
24000,24000.0,0.0762,36,home_improvement,14.22%,OK,MORTGAGE,6833.33,760-764,8.0,11058.0,0.0,10+ years
12000,12000.0,0.1465,36,debt_consolidation,11.39%,AR,RENT,8333.33,685-689,14.0,19696.0,2.0,6 years
18000,17975.0,0.1875,60,debt_consolidation,23.34%,TX,MORTGAGE,5416.67,695-699,10.0,14744.0,2.0,2 years
12700,12700.0,0.079,60,home_improvement,19.47%,PA,MORTGAGE,5833.33,775-779,12.0,14787.0,0.0,10+ years
12000,11975.0,0.1398,60,credit_card,18.41%,CA,MORTGAGE,4666.67,700-704,14.0,13616.0,0.0,8 years
4500,4475.0,0.1114,36,other,34.74%,WA,RENT,2700.0,690-694,13.0,6747.0,0.0,10+ years
1000,1000.0,0.0788,36,moving,17.15%,NY,RENT,6000.0,715-719,11.0,23572.0,1.0,3 years
1000,1000.0,0.1581,36,home_improvement,24.40%,MD,OWN,3000.0,665-669,5.0,3430.0,1.0,3 years
10550,10525.0,0.1212,36,debt_consolidation,18.75%,NJ,RENT,5583.33,685-689,7.0,9533.0,0.0,10+ years
17825,17825.0,0.1409,36,debt_consolidation,18.85%,TX,MORTGAGE,6250.0,690-694,12.0,27554.0,0.0,10+ years
10750,10750.0,0.1409,36,other,26.14%,OH,RENT,2666.67,720-724,3.0,9800.0,0.0,8 years
13600,13600.0,0.079,36,home_improvement,12.61%,CA,MORTGAGE,6250.0,740-744,7.0,14524.0,0.0,n/a
20000,20000.0,0.2247,60,debt_consolidation,23.94%,WA,MORTGAGE,7000.0,670-674,8.0,19537.0,1.0,10+ years
10050,10050.0,0.1433,36,debt_consolidation,24.59%,MT,MORTGAGE,2500.0,685-689,9.0,10421.0,0.0,7 years
14675,14625.0,0.1311,36,debt_consolidation,19.20%,MA,MORTGAGE,4416.67,695-699,16.0,17930.0,2.0,10+ years
10000,10000.0,0.1409,36,debt_consolidation,17.79%,CA,RENT,3333.33,675-679,9.0,10525.0,0.0,10+ years
7275,7275.0,0.079,36,debt_consolidation,25.41%,CA,RENT,7000.0,720-724,13.0,8532.0,0.0,4 years
4200,4200.0,0.1727,36,credit_card,14.78%,AK,RENT,2083.33,660-664,7.0,3690.0,0.0,< 1 year
13500,13500.0,0.1969,60,debt_consolidation,15.08%,DC,RENT,2666.67,665-669,6.0,13341.0,1.0,10+ years
2200,2200.0,0.1531,36,debt_consolidation,28.84%,CA,RENT,4750.0,675-679,13.0,26552.0,0.0,n/a
20000,20000.0,0.1399,36,debt_consolidation,9.57%,CA,RENT,3750.0,700-704,13.0,9775.0,1.0,10+ years
14000,14000.0,0.1311,36,credit_card,16.78%,CA,RENT,5500.0,680-684,10.0,4919.0,0.0,7 years
4200,4200.0,0.1367,36,other,12.52%,TX,OWN,5000.0,710-714,8.0,9234.0,1.0,4 years
7100,7100.0,0.1114,36,debt_consolidation,12.46%,GA,MORTGAGE,2183.33,690-694,7.0,7013.0,0.0,10+ years
15000,15000.0,0.1465,36,credit_card,5.52%,WA,MORTGAGE,5416.67,700-704,9.0,13775.0,1.0,10+ years
15000,9364.4,0.1095,36,small_business,2.77%,TX,MORTGAGE,6666.67,750-754,13.0,11002.0,1.0,< 1 year
9000,8975.0,0.1465,36,credit_card,14.36%,MI,RENT,2500.0,665-669,10.0,11540.0,0.0,< 1 year
2000,2000.0,0.1399,36,credit_card,25.13%,NY,RENT,7583.33,670-674,11.0,39656.0,0.0,10+ years
25000,20737.86,0.1398,60,debt_consolidation,8.91%,VA,RENT,10833.33,720-724,11.0,35046.0,2.0,< 1 year
11975,11975.0,0.1521,60,debt_consolidation,19.81%,MD,MORTGAGE,5382.0,695-699,11.0,9475.0,0.0,3 years
10000,10000.0,0.158,36,debt_consolidation,13.57%,OH,MORTGAGE,4583.33,675-679,16.0,24989.0,1.0,10+ years
9000,8800.0,0.1148,36,credit_card,18.93%,TX,RENT,3750.0,715-719,6.0,14576.0,0.0,< 1 year
15800,15700.0,0.1602,60,debt_consolidation,19.64%,CA,MORTGAGE,7388.42,710-714,13.0,32120.0,1.0,10+ years
10000,4082.56,0.133,36,small_business,6.31%,TX,OWN,10000.0,660-664,11.0,28653.0,0.0,10+ years
3600,0.0,0.1324,36,other,9.14%,OK,RENT,6290.0,655-659,7.0,3453.0,0.0,< 1 year
10000,10000.0,0.1311,36,credit_card,7.23%,UT,MORTGAGE,3333.33,700-704,6.0,10793.0,2.0,1 year
19500,19500.0,0.205,36,debt_consolidation,2.93%,WA,MORTGAGE,9250.0,675-679,5.0,8915.0,1.0,10+ years
18000,18000.0,0.0749,36,credit_card,8.52%,NY,OWN,4250.0,755-759,5.0,19566.0,0.0,10+ years
22000,21950.0,0.0888,36,debt_consolidation,19.37%,MD,MORTGAGE,6041.67,725-729,9.0,6055.0,1.0,< 1 year
22350,486.13,0.1407,36,home_improvement,3.66%,NY,OWN,11250.0,670-674,8.0,10753.0,2.0,1 year
20000,20000.0,0.0762,36,debt_consolidation,6.61%,CA,RENT,10833.33,770-774,7.0,16092.0,0.0,4 years
7000,7000.0,0.089,36,home_improvement,14.69%,KY,MORTGAGE,5416.67,720-724,14.0,15272.0,1.0,3 years
15000,15000.0,0.1409,60,debt_consolidation,2.67%,NY,RENT,7236.67,750-754,3.0,3335.0,0.0,2 years
10000,9975.0,0.1,60,debt_consolidation,5.70%,KY,MORTGAGE,2333.33,805-809,10.0,5547.0,2.0,< 1 year
25000,25000.0,0.2149,60,debt_consolidation,8.76%,NJ,RENT,6250.0,680-684,5.0,17213.0,0.0,9 years
14400,14400.0,0.1311,36,debt_consolidation,20.52%,CA,RENT,3333.33,700-704,9.0,14073.0,1.0,3 years
10000,10000.0,0.1065,36,debt_consolidation,12.56%,TX,RENT,2833.33,710-714,5.0,14087.0,0.0,5 years
19750,19750.0,0.1629,36,other,4.68%,FL,MORTGAGE,8333.33,700-704,9.0,11383.0,0.0,< 1 year
10000,10000.0,0.1171,36,credit_card,12.03%,NC,MORTGAGE,4000.0,695-699,11.0,8413.0,0.0,10+ years
13075,13075.0,0.1199,60,debt_consolidation,22.52%,OH,MORTGAGE,7291.67,715-719,14.0,27622.0,0.0,10+ years
7000,7000.0,0.079,36,credit_card,7.65%,NY,RENT,2916.67,710-714,7.0,4276.0,0.0,3 years
3000,3000.0,0.0749,36,other,21.16%,PA,RENT,2500.0,800-804,3.0,1298.0,0.0,2 years
18000,17950.0,0.1446,36,debt_consolidation,23.85%,TX,MORTGAGE,5166.67,685-689,8.0,24380.0,0.0,< 1 year
14675,14675.0,0.1629,36,credit_card,27.23%,IL,RENT,3250.0,695-699,14.0,7525.0,1.0,2 years
10000,10000.0,0.1409,36,credit_card,8.48%,SC,MORTGAGE,3750.0,675-679,4.0,3776.0,0.0,3 years
9600,9600.0,0.1074,60,other,3.58%,MI,MORTGAGE,8000.0,725-729,7.0,3207.0,0.0,3 years
10000,10000.0,0.1311,36,credit_card,3.01%,NY,MORTGAGE,9166.67,660-664,5.0,10079.0,1.0,6 years
1500,1500.0,0.0691,36,debt_consolidation,16.74%,WI,MORTGAGE,5166.67,715-719,13.0,7453.0,1.0,6 years
10000,10000.0,0.1409,36,debt_consolidation,19.17%,WI,RENT,3750.0,680-684,8.0,9969.0,2.0,< 1 year
5600,4350.0,0.1292,36,debt_consolidation,8.20%,CA,RENT,2500.0,660-664,6.0,18718.0,2.0,4 years
12000,12000.0,0.1399,60,credit_card,10.34%,CA,RENT,4166.67,715-719,13.0,16069.0,1.0,10+ years
5000,5000.0,0.0751,36,debt_consolidation,9.53%,CO,MORTGAGE,4333.33,755-759,5.0,1825.0,1.0,7 years
3800,3800.0,0.1212,36,debt_consolidation,23.36%,SC,OWN,2641.67,705-709,3.0,8467.0,0.0,3 years
9000,9000.0,0.1065,36,small_business,21.53%,NC,RENT,3000.0,700-704,6.0,4602.0,0.0,< 1 year
5000,5000.0,0.0976,36,credit_card,17.79%,OK,MORTGAGE,3333.33,695-699,9.0,5330.0,0.0,6 years
7000,7000.0,0.1186,36,credit_card,12.03%,CA,RENT,3400.0,690-694,8.0,6163.0,1.0,< 1 year
20000,18126.99,0.1199,60,debt_consolidation,20.24%,IL,MORTGAGE,4500.0,740-744,15.0,26424.0,0.0,10+ years
2000,2000.0,0.1435,36,debt_consolidation,22.06%,OH,OWN,3600.0,665-669,10.0,14234.0,1.0,6 years
9000,8882.52,0.1149,60,vacation,13.87%,TX,MORTGAGE,10000.0,750-754,10.0,4546.0,0.0,3 years
27000,26975.0,0.1855,60,debt_consolidation,19.48%,AL,MORTGAGE,6500.0,715-719,9.0,16294.0,1.0,10+ years
20000,20000.0,0.1311,60,debt_consolidation,17.76%,MN,MORTGAGE,4853.33,720-724,12.0,1207.0,0.0,8 years
10000,10000.0,0.1016,36,debt_consolidation,29.83%,OR,RENT,4166.67,710-714,9.0,22207.0,0.0,2 years
10000,10000.0,0.0849,36,debt_consolidation,20.27%,CT,RENT,6666.67,715-719,14.0,23061.0,0.0,5 years
